,hospital_name,specialties,address,city_area
6006,Dr. Hoda Jaafar,"Adult teeth, children's teeth, elderly teeth, filling and treatment of roots and nerves, tooth cosmetics, dental implants, gum treatment, dental fixtures, dental rays, teeth, Giza, 6 October",October 6,Giza - 6 October
6007,Dr. Hoda Hafez Badr,"Lizik and correction of eyesight and white water, eyes, Cairo, Gardens of the Dome",Dome Gardens: Zaki Street,Cairo - Gardens of the Dome
6008,Dr. Hoda Khattab,"Adult feeding and feeding, general internal, slimming and feeding, Cairo, Heliopolis",Heliopolis: The Caliph Al -Mamoun,Cairo - Heliopolis
6009,Dr. Hoda Sayed Ahmed,"Diseases of women and obstetrics, women and obstetrics, Giza, Faisal",Faisal: Twenty,Giza - Faisal
6010,Dr. Hoda Shehata,"Old heart, heart and blood vessels, Alexandria, Smouha",Smouha: Fawzi Moaz intersection with Tutankhamun,Alexandria - Smouha
6011,Dr. Hadeel Omar Al -Banhawi,"Old skin, children's skin, cosmetic, lazer, leather, Dakahlia, Mansoura",Mansoura: Al -Gomhoria Street,Dakahlia - Mansoura
6012,Dr. Hala Kamal Muhammad,"Optical rehabilitation, children's eyes, adult eyes, lizards and correction of vision and white water, eyes, oriental, Zagazig",Zagazig: his request for a mandate,Eastern - Zagazig
6013,Dr. Humat Ali,"Children, newborns, breastfeeding, gastrointestinal system and children's endoscopes, children and newborns, Alexandria, Smouha",Smouha: Paradise,Alexandria - Smouha
6014,Dr. Hana Hammouda,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental implant, adult teeth, teeth, Alexandria, San Stefano","Saint Stefano: Ibn Hawqal St., branch from Abdel Salam Aref St.",Alexandria - Saint Stefano
6015,Dr. Hana Taha,"Stadium injuries, adult physical therapy, children's physical therapy, slimming and nourishment",Al -Hawamdiya: Saad Zaghloul Street,Giza - Hawamdiya
6016,Dr. Hana Ahmed Rizk,"Diseases of women and generation, women and generation, Giza, the pyramid",Pyramid: Khufu Street - Green Kom - Pyramid,Giza - the pyramid
6017,Dr. Hana Ahmed Rizk,"Diseases of women and generation, women and generation, Giza, the pyramid",Pyramid: Khufu Street - Green Kom - Pyramid,Giza - the pyramid
6018,Dr. Hana Al -Khudari,"Genital diseases, facial plastic surgery, male diseases, adult skin, cosmetic and lazer, children's skin, eye plastic surgery, skin, Damietta, Damietta City",Damietta City: Sorour Square,Damietta - Damietta City
6019,Dr. Hana Al -Shaarawi,"Sugar and deaf glands, adult kidneys, adult feeding and nutrition, urology adults, general internal, adult liver, internal, Cairo, Heliopolis",Heliopolis: Al -Nuzha Street,Cairo - Heliopolis
6020,Dr. Hana Saeed,"Adult feeding and feeding, adult physical therapy, stadium injuries, rehabilitation, physical therapy and stadium injuries, Cairo, Dome Gardens",Dome Gardens: Egypt and Sudan Street,Cairo - Gardens of the Dome
6021,Dr. Hind Al -Gharbawi,"Old hearing, child hearing, hearing and balanced disorder, hearing, Giza, Faisal",Faisal: Faisal Street,Giza - Faisal
6022,Dr. Hind Hassan Abdel Nabi,"Children, children, newborn, sensitivity and immunity of children, urinary tracts, children's rheumatism, children and newborns, western, Tanta",Tanta: Aziz Fahmy from the Square of the hour next to Egypt Cinema,Gharbia - Tanta
6023,Dr. Hind Hussein,"Adult feeding and feeding, slimming and feeding, Alexandria, Smouha",Smouha: Fawzi Moaz intersection with Tutankhamun,Alexandria - Smouha
6024,Dr. Hind Hussein,"Extreme feeding and feeding, slimming and feeding children, slimming and feeding, Alexandria, Camp Shezar",Camp Shezar: Port Said St.,Alexandria - Camp Shezar
6025,Dr. Hind Hamdi,"Diseases of women and generation, microscopic injection and sterility, women and generation, Alexandria, Sporting",Sporting: Omar Lutfi St.,Alexandria - Sporting
6026,Dr. Hind Sayed Al -Gharabawi,"Old hearing, hearing children, hearing, Giza, pyramid",Haram: Haram Street,Giza - the pyramid
6027,Dr. Hind Shehat Siraj,"Adult feedback, feedback, child feeding, adult physical therapy, children's physical therapy, slimming and feeding, Cairo, Manial","Manial: Muhammad Farid, branched from Manial",Cairo - Manial
6028,Dr. Hind Shehat Siraj,"Extreme feeding and feeding, slimming and nourishing children, adult physical therapy, physiotherapy children, slimming and feeding, Giza, Dokki",Dokki: Al -Ansar Street,Giza - Dokki
6029,Dr. Hind Shamdot,"Blood diseases of children, children and newborns, western, Tanta",Tanta: Hassan bin Thabit intersection with Al -Mu'tasim,Gharbia - Tanta
6030,Dr. Hind Salah,"Women and generation diseases, microscopic injection and sterility, birth, women's tumors surgery, women's plastic surgery, women and obstetrics, Cairo, Shubra Al -Khaimah",Shubra Al -Khaimah: The New Street - Villa Station,Cairo - Shubra Al -Khaimah
6031,Dr. Howaida Hassanein,"Gynecology and obstetrics, women's tumors surgery, microscopic injection and infertility, women and obstetrics, Cairo, downtown",Downtown: 31 Al -Rashidi Street - Al -Qasr Al -Aini - in front of Al -Hikma Hospital - the second floor,Cairo - Downtown
6032,Dr. Howaida Mohamed Hussein,"Extreme feeding and feeding, slimming and feeding children, slimming and feeding, Suez, Suez City",Suez city,Suez - the city of Suez
6033,Dr. Hayam Al -Jabali,"Children, newborns, breastfeeding, gastrointestinal and endoscopic system, allergies and children's immunity, childhood slimming and feeding, children and newborns, Giza, Sheikh Zayed",Sheikh Zayed: Sama Clinics - Mall Al -Moez - behind the Canadian University - Rawdat Zayed - and Jasmine Compound,Giza - Sheikh Zayed
6034,Dr. Hayam Al -Jabali,"Children, newborns, children and newborns, Giza, Sheikh Zayed",Sheikh Zayed: Mall Al -Moez Street,Giza - Sheikh Zayed
6035,Dr. Hayam Hamza Mansour,"General internal, sugar and adult endless glands, adult kidneys, interior, Cairo, Mokattam",Scaty,Cairo - Mokattam
6036,Dr. Hayam Abdel -Azim,"Old hearing, child hearing, hearing and balanced disorder, hearing, Giza, Faisal",Faisal: Sharif Street,Giza - Faisal
6037,Dr. Helen Ahmed Fawzi,"Myself are adults, myself children, family consultations, myself, Alexandria, Victoria",Victoria,Alexandria - Victoria
6038,Dr. Wiam Mansour,"Adult's leather, cosmetic and laser, children's skin, leather, Cairo, Nasr City",Nasr City: Abbas Al -Akkad Street,Cairo - Nasr City
6039,Dr. Wiam Wael Abdel -Fattah,"Addiction treatment, myself adults, psychological, Cairo, Heliopolis",Heliopolis: Assiuti - a branch of the Caliph Al -Mamoun,Cairo - Heliopolis
6040,Dr. One d,"Adult teeth, teeth, Cairo, Abbasid",Abbasid,Cairo - Abbasiya
6041,Doctor and Sun Ahmed Arafa,"Old skin, children's skin, leather, Giza, engineers",Engineers,Giza - Engineers
6042,Doctor and Sun Ahmed Arafa,"Old skin, children's skin, leather, Cairo, engineers",Engineers,Cairo - Engineers
6043,Dr. Wafaa Jaber,"Adult sensitivity and immunity, sensitivity and immunity of children, adult bones, adult rheumatism, children's rheumatism, rheumatism, Cairo, downtown",Downtown: Diwan Garden City St.,Cairo - Downtown
6044,Dr. Wafaa Abdel -Ghani,"Mazzing cell transplantation, children's blood diseases, blood diseases, Cairo, gathering",Assembly: northern ninety,Cairo - Assembly
6045,Dr. Wafa Morris,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Zamalek",Zamalek,Cairo - Zamalek
6046,Dr. Wafaa Ahmed,"Toxin therapy, addiction treatment, family consultations, psychological children, psychological adults, psychological, psychological, psychological, Qaliubiya, Benha Center",Banha Center: Al -Zuhur 4 Al -Najjar Street,Qaliubiya - Benha Center
6047,Dr. Wafaa Burhan,"Extreme feedback and feeding, adult physical therapy, slimming and feeding, Giza, Dokki","Dokki: Al -Moez Tower, Ministry of Agriculture",Giza - Dokki
6048,Dr. Wafaa Jalal,"Extreme feeding and feeding, child feeding and feeding, feeding and feeding, Giza, pyramid gardens",Al -Ahram Gardens: Al -Jaish Street Fourth Gate,Giza - Al -Ahram Gardens
6049,Dr. Wafa Hassan Abdel Halim,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women's plastic surgery, birth, women and obstetrics, Cairo, Obour City","Al -Obour City: Centrada Hijaz, the first district",Cairo - Obour City
6050,Dr. Wafaa Hussein Burhan,"Extreme physical therapy, physical therapy, children, slimming and adult feeding, slimming and nourishing children, physiotherapy and stadium injuries, Cairo, Shubra",Shubra: 53 Rawd Al -Faraj Street - Duran Shubra,Cairo - Shubra
6051,Dr. Walaa Ahmed Ibrahim,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and infertility, women and obstetrics, Cairo, Heliopolis",Heliopolis: Hassan Plato Street,Cairo - Heliopolis
6052,Dr. Walaa Al -Hawi,"Adult blood vessels surgery, pediatric blood vessels surgery, diabetes foot treatment, blood vessel surgery, Giza, Dokki",Dokki: Tahrir,Giza - Dokki
6053,Dr. Walaa Al -Hawi,"Adult blood vessels surgery, diabetes foot treatment, pediatric blood vessels surgery, blood vessels surgery, Giza, Agouza",Agouza: Tahrir Street,Giza - Agouza
6054,Dr. Walaa Al -Hawi,"Adult blood vessels surgery, diabetes foot treatment, pediatric blood vessels surgery, blood vessels surgery, Giza, Agouza",Agouza: Tahrir Street,Giza - Agouza
6055,Dr. Walaa Jouda,"Adult feedback, feedback and feeding children, slimming and feeding, Alexandria, Al -Ajmi",Al -Ajmi: Al -Hanouville Al -Ajmi Street,Alexandria - Al -Ajmi
6056,Dr. Walaa Jouda,"Extraordinary leather, children's skin, cosmetic, lezer, leather, Alexandria, Al -Ajami",Al -Ajmi: Alexandria Matrouh Road,Alexandria - Al -Ajmi
6057,Dr. Walaa Hosni,"Psychological children, family consultations, myself adults, myself, Cairo, Nasr City",Nasr City: The Secretary of Mustafa Al -Nahhas has to interse,Cairo - Nasr City
6058,Dr. Walaa Hamada Al -Halawani,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women and obstetrics, Menoufia, Shebin El -Kom",Shebin El -Koum: Al -Rehab Center,Menoufia - Shebin Al -Kom
6059,Dr. Walaa Hamzawy,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, teeth cosmetic, gum treatment, dental fixtures, teeth, teeth, Alexandria, Victoria",Victoria,Alexandria - Victoria
6060,Dr. Walaa Samir Abdel -Fattah,"Dental orthodontics, radical and nerve treatment, dental cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, children's teeth, elderly teeth, teeth, adult teeth, teeth, Giza, pyramid gardens",Al -Ahram Gardens: Khufu Gate,Giza - Al -Ahram Gardens
6061,Dr. Yasmine Saad,"Adult feeding and feeding, general internal, slimming and feeding children, slimming and feeding, Cairo, Maadi","Maadi: Al -Nasr Street, Algeria's New Maadi Square",Cairo - Maadi
6062,Dr. Yasmine Tariq Badr,"Old skin, cosmetic and laser, facial plastic surgery, leather, Giza, Agouza",Agouza: Farid Shawky Street,Giza - Agouza
6063,Dr. Yasmine Ibrahim,"Old skin, cosmetic and lazer, children's skin, leather, Dakahlia, Mit Ghamr",Mit Ghamr: June 26 Street,Dakahlia - Mit Ghamr
6064,Dr. Yasmine Abu Al -Maati,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Maadi",Maadi: The sixth part -Zahraa Maadi Street -,Cairo - Maadi
6065,Dr. Yasmine Bassiouni,"Gynecology and generation diseases, microscopic injection and sterility, women's tumors surgery, women and generation, Giza, Sheikh Zayed",Sheikh Zayed: July 26 axis,Giza - Sheikh Zayed
6066,Dr. Yasmine Tawfiq,"Children's teeth, teeth, Cairo, gathering","Assembly: Mustafa Kamel, the first assembly",Cairo - Assembly
6067,Dr. Yasmine Tharwat,"Adult sensitivity and immunity, autoimmune diseases, children's sensitivity and immunity, respiratory sensitivity, chest and adult respiratory system, chest and respiratory system, breast and respiratory system, Cairo, Maadi",Maadi: The sixth part -Zahraa Maadi Street -,Cairo - Maadi
6068,Dr. Yasmine Hegazy,"Lizik and correction of eyesight and white water, adult eyes, eyes, Alexandria, Bolkley",Bolkley: Bolkli - Gift Station - Gulf Building A.,Alexandria - Bolkli
6069,Dr. Yasmine Hassan Omar,"Older physical therapy, slimming and adult feeding, slimming and nourishing children, stadium injuries, physiotherapy and stadium injuries, Cairo, Nasr City",Nasr City: Metwally Al Shaarawy Street,Cairo - Nasr City
6070,Dr. Yasmine Zaki,"Diseases of women and generation, birth, women and obstetrics, Cairo, Ain Shams",Ain Shams: Gamal Abdel Nasser from the Suez Bridge,Cairo - Ain Shams
6071,Dr. Yasmine Lashin,"Extreme feeding and feeding, slimming and feeding children, slimming and feeding, Cairo, Heliopolis",Heliopolis: Al -Thawra Street,Cairo - Heliopolis
6072,Dr. Yasmine Lashin,"Extreme feeding and feeding, slimming and feeding children, slimming and feeding, Cairo, gathering","Assembly: Narcissus, Talaat Harb axis",Cairo - Assembly
6073,Dr. Yasmine Lashin,"Adult feeding and feeding, slimming and feeding, Cairo, gathering",Assembly: 114 clinic - Ketterro Kiir Clinic Clinic - Medical Park 1 - New Cairo,Cairo - Assembly
6074,Dr. Yasmine Mohamed El -Sayed,"Lizik, vision and white water, adult eyes, children's eyes, eyes, Giza, engineers",Mohandessin: Mohiuddin Abu Al -Ezz Street,Giza - Engineers
6075,Dr. Yasmine Mustafa Tawfiq,"Old skin, children's skin, cosmetic and laser, genital diseases, leather, Assiut, Assiut Center",Assiut Center: July 26 Street,Assiut - Assiut Center
6076,Dr. Yasmine Nabil Allam,"Adult feeding and feeding, general internal, slimming and feeding, Alexandria, Rushdie",Rushdie: 28 Syria St. - the second floor,Alexandria - Rushdie
6077,Dr. Yasmina Ahmed Al -Attar,"Extraordinary leather, cosmetic, lazer, leather, western, Tanta",Tanta: Directorate Street Khalaf Yanbu for tourism,Gharbia - Tanta
6078,Dr. Yousra Atef Sharif Abdel Salam,"Extraordinary natural remedy, adult rheumatism, children's rheumatism, rheumatism, Assiut, Assiut Center",Assiut Center: Yousry Ragheb,Assiut - Assiut Center
6079,Dr. Yousra Lashin,"Women and generation diseases, microscopic injection and sterility, women's tumors surgery, women and obstetrics, Cairo, Maadi",Maadi: Mustafa Kamel from Street 9,Cairo - Maadi
6080,Dr. Yemen Ahmed,"Extraordinary rheumatism, general internal, internal, Giza, Faisal",Faisal: Othman Ibn Affan Street,Giza - Faisal
6081,Dr. Sally Faisal - Smile Way Clinic,"Old skin, children's skin, cosmetic and laser, leather, Giza, 6 October",October 6: 188 - Fifth District - Central Axis - Vodafone Square - in front of the Eastern Weights and Golden Mall,Giza - 6 October
6082,Dr. Latifa Sayed Tantawi,"Diseases of women and obstetrics, women and obstetrics, Cairo, Helwan",Mansour Street - Helwan,Cairo - Helwan
6083,Dr. Heba Allah Mustafa Youssef,"Diseases of women and generation, microscopic injection and sterility, women and obstetrics, Cairo, Helwan",32 Mustafa Al -Maraghi St. - Second Role - in front of the modern era - Helwan,Cairo - Helwan
6084,"Life clinics for medicine, nose surgery, ear, and throat","An adult nose and throat, nose, nose, and throat of children, hearing and balance, nose surgery, adult larynx, nose surgery, larger, children's lax",Al -Siouf: Al -Mardoma Street - Extension of the Square of Al -Sa'ah - next to the sentence house.,Alexandria - swords
6085,Rishib clinics for beauty and dental implants,"Adulty teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, dental, teeth, Giza, engineers",Engineers: The main Arab League,Giza - Engineers
6086,Alvali Dental Clinics Dr. Moataz Al -Alfi,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental installations, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Heliopolis",Heliopolis: Al -Nuzha Street Golf Land,Cairo - Heliopolis
6087,Aaaaaa clinics,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Maadi",Hostile,Cairo - Maadi
6088,Akyurenet Dentet clinics,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental implant, adult teeth, teeth, Giza, pyramid",Pyramid,Giza - the pyramid
6089,Integrated dental clinics,"Children's teeth, facial surgery and jaws, dental calendar, elderly teeth, teeth, teeth, Giza, Agouza",Agouza,Giza - Agouza
6090,Safety clinics nose and then,"Annual and adults and throat, nose, ears, and throat",Al -Mahalla Al -Kubra: Mona Lisa.Safety clinics,Gharbia - Al -Mahalla Al -Kubra
6091,Dresses of Dr. Muhammad Al -Shafi’i,"Network and glass body surgery, lizards, vision and white water, children's eyes, eyes, Dakahlia, Mansoura",Al -Mansoura: The evacuation is the highest Attar Ibrahim Salim,Dakahlia - Mansoura
6092,Dresses of Dr. Muhammad Al -Shafi’i,"Lizik and correction of vision and white water, children's eyes, network surgery and glass body, eyes, Kafr-Sheikh, Kafr El-Sheikh Center",Kafr El -Sheikh Center: The new warriors,Kafr - Sheikh - Kafr El -Sheikh Center
6093,Djelh Clinics Clinics Clinics,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: In front of Wadi Dajla Club,Giza - 6 October
6094,Human Dress clinics,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental rays, dental transplantation, dental fixtures, elderly teeth, adult teeth, teeth, Cairo, Helwan",Helwan: Faydi and intelligent boycott,Cairo - Helwan
6095,Dr. Mohamed Tharwat clinics,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: The first neighborhood-the first adjacent-the exclusive religious institute.,Giza - 6 October
6096,Dr. Mohamed Issawi specialized clinics,"Children, children and newborns, Cairo, Obour City",Obour City: Sadat Axis Street - First District,Cairo - Obour City
6097,Dentetal Studio Studio Hassan Al -Shaar,"Adult teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implant, toothpicks, children's teeth, teeth, Cairo, Heliopolis",Heliopolis: The Caliph Al -Mamoun,Cairo - Heliopolis
6098,Vision vision clinics,"Older general surgery, injuries and accident surgery, general surgery, Suez, Suez City",Suez city,Suez - the city of Suez
6099,Revelation clinics,"Old skin, cosmetic and laser, children's skin, leather, Suez, Suez City",Suez city,Suez - the city of Suez
6100,"Review clinics, skin and beauty","Extraordinary leather, cosmetic, lezer, leather, Suez, Suez city",Suez city,Suez - the city of Suez
6101,"Sabaya clinics, Dr. Heba Adel","Adult's leather, cosmetic and laser, children's skin, leather, Cairo, Nasr City",Nasr City: Mustafa Al -Nahhas and Abbas Al -Akkad,Cairo - Nasr City
6102,Lakkie Dental Dental Clinics,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental installations, dental rays, dental implants, adult teeth, teeth, Alexandria, Jancles","Genkelis: The path of freedom, Jungleles",Alexandria - Gengles
6103,Maryam Zaghloul clinics,"Adult liver, digestive system and extractors, gastrointestinal system, children's endoscopes, digestive and endoscopy, Kafr-Sheikh, Kafr El-Sheikh Center",Kafr El -Sheikh Center: Republic,Kafr - Sheikh - Kafr El -Sheikh Center
6104,Noha Al -Shahat clinics,"Old skin, children's skin, cosmetic and laser, genital diseases, male diseases, leather, Giza, pyramid gardens",Al -Ahram Gardens: Al -Jaish Street Fourth Gate,Giza - Al -Ahram Gardens
6105,clinic,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: Prima Vista Medical Center,Giza - 6 October
6106,Hossam Mahmoud Al -Najjar Clinic Clinic,"Extraordinary rheumatism, children's rheumatism, rheumatism, Giza, Faisal",Faisal: King Faisal Street,Giza - Faisal
6107,Hossam Mahmoud Al -Najjar Clinic Clinic,"Extraordinary rheumatism, children's rheumatism, rheumatism, Giza, Faisal",Faisal: King Faisal Street,Giza - Faisal
6108,Porno Clinic for Dental Medicine and Surgery,"Dental fixtures, teeth, Cairo, Nasr City",Nasr City,Cairo - Nasr City
6109,Dr. Imad Al -Din Fahmy Clinic Nutri Derma Clinic,"Old skin, children's skin, cosmetic and lazer, leather, Giza, pyramid",Haram: Haram Street,Giza - the pyramid
6110,Smart Smile clinic Dr. Ghada Al -Husseini,"Dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental installations, elderly teeth, dental implant, adult teeth, children's teeth, teeth, Dakahlia, Mansoura",Mansoura: In front of the evacuation post office,Dakahlia - Mansoura
6111,Wael Saad Eddin Clinic,"Facial plastic surgery, burn surgery, eye plastic surgery, nose plastic surgery, cosmetic and laser, children's distortions and birth defects, obesity and slimming surgery, plastic surgery, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
6112,Simoy clinic,"Facial plastic surgery, eye plastic surgery, nose plastic surgery, cosmetic and laser, plastic surgery, Cairo, Heliopolis","Heliopolis: Al -Nuzha Street -Saudi Amara in front of the Air Defense House
Heliopolis",Cairo - Heliopolis
6113,Simoy clinic,"Facial plastic surgery, eye plastic surgery, nose plastic surgery, cosmetic and laser, plastic surgery, Cairo, Heliopolis","Heliopolis: Al -Nuzha Street -Saudi Amara in front of the Air Defense House
Heliopolis",Cairo - Heliopolis
6114,A One Medical Clinic Clinic,General inner,Pillar,Giza - Dokki
6115,Better Life Clinic,"Cosmetics, Lisr, Plastic Surgery, Giza, Mohandessin",Engineers,Giza - Engineers
6116,Better Life Clinic,"Children's teeth, filling and treatment of roots and nerve",Engineers,Giza - Engineers
6117,Change Me Clinics Clinic,"Old skin, children's leather, cosmetic and laser, leather, Cairo, Heliopolis",Heliopolis: Al -Thawra Street,Cairo - Heliopolis
6118,Change Me Clinics Clinic,"Old skin, children's leather, cosmetic and laser, leather, Cairo, Heliopolis",Heliopolis: Al -Thawra Street,Cairo - Heliopolis
6119,Clinique Du Caire,"Extraordinary physical therapy, stadium injuries, physical therapy and stadium injuries, Giza, and engineers",Mohandessin: Lebanon Street,Giza - Engineers
6120,Dentavie Dental Clinic,"Adult teeth, teeth of children, elderly teeth, orthodontic, filling and treatment of roots and nerves, dental cosmetic, dental implant, gum treatment, dental fixtures, teeth, Cairo, gathering",Gathering,Cairo - Assembly
6121,Wellness Clinic for Physiotherapy and Rehabilitation,"Extraordinary physical therapy, children's physical therapy, stadium injuries, slimming and adult feeding, slimming and feeding children, physiotherapy and stadium injuries, Giza, and engineers",Mohandessin: Al -Nakheel Street,Giza - Engineers
6122,Ahmed Anwar Clinic,"Older general surgery, general surgery, abdominal surgery, gastrointestinal surgery and adult endoscopes, breast tumor surgery, general surgery, western, Tanta",Tanta: The main sweet before the intersection of Mr. Abdullatif,Gharbia - Tanta
6123,Ahmed Al -Saadawi Clinic,"Bone distortions, foot and ankle bones, joint change, adult bones, orthopedic orthopedic, hand and shoulder bones, peripheral neurosurgery, children's bones, adult oral surgery, pediatric bone surgery, bones, Qaliubiya, Benha Center",Banha Center: Galaa,Qaliubiya - Benha Center
6124,Ahmed Al -Sayed Tawfiq Clinic,"Stadium and endoscopy injuries, bone distortions, foot and ankle bones, adult bones, orthopedic orthopedic, hand and shoulder bones, adult orthopedic surgery, bones, Qaliubiya, Benha Center",Banha Center: Social Service,Qaliubiya - Benha Center
6125,Ahmed Hassouna Clinic,"Women and Gynecology diseases, women's tumors surgery, microscopic injection and infertility, women and generation, Alexandria, Sporting",Sporting: Port Said Street,Alexandria - Sporting
6126,Ahmed Haseeb Clinic,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, oriental, Zagazig",Zagazig,Eastern - Zagazig
6127,Ahmed Saeed Bassiouni Clinic,"Facial plastic surgery, burn surgery, eye plastic surgery, nose plastic surgery, cosmetic and laser, children's distortions and birth defects, obesity and slimming surgery, plastic surgery, Gharbia, Tanta",Tanta,Gharbia - Tanta
6128,Ahmed Salah Al -Din Clinic,"Myself are adults, myself, children, myself, Cairo, Nasr City",Nasr City: Al -Nasr Road,Cairo - Nasr City
6129,Ahmed Afifi clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetics, gum treatment, facial and jaws, dental fixtures, dental rays, dental implants, teeth, Hurghada, Hurghada City",Hurghada City: Tourist Center,Hurghada - Hurghada City
6130,Ahmed Fakhry Clinic for Internal Medicine,"General internal, adult kidneys, internal, Cairo, Nasr City",Nasr City: Ahmed Fakhry,Cairo - Nasr City
6131,Asnan Egypt Clinic Bassem Lasheen,"Adult teeth, children's teeth, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetics, dental implant, facial and jaws, gum treatment, dental fixtures, teeth, teeth, Giza, Faisal",Faisal,Giza - Faisal
6132,Asnan Egypt Clinic Bassem Lasheen,"Adulty teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, dental, teeth, Giza, engineers",Engineers,Giza - Engineers
6133,Hi Dent dental clinic,"Children's teeth, dental cosmetics, stuffing and treatment of roots and nerves, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, Maadi",Maadi: Zahraa Maadi,Cairo - Maadi
6134,Ashraf Sayed Kamel Clinic,"Children, kids kidneys, newborn, urologist, baby, breastfeeding, children and newborns, Cairo, Helwan","Helwan: Ahmed Onsi Street, Sharif intersection",Cairo - Helwan
6135,Ashraf Sharaf Al -Din Clinic Clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, gum treatment, dental fixtures, teeth, teeth, western, Tanta",Tanta: Riyadh glass tower,Gharbia - Tanta
6136,Al Khalil Clinic,"Old eyes, children's eyes, lasak, vision and white water, eyes, Cairo, Maadi","Maadi: Al -Mi'raj Al -Lower - The Seventh neighborhood - Peninsula 70/63
(From the highway, the income that is after the patriotism and the Makkawi Auto Show, the first north after the unification and the light)",Cairo - Maadi
6137,Al Khalil Clinic,"Old eyes, children's eyes, lasak, vision and white water, eyes, Cairo, Maadi","Maadi: Al -Mi'raj Al -Lower - The Seventh neighborhood - Peninsula 70/63
(From the highway, the income that is after the patriotism and the Makkawi Auto Show, the first north after the unification and the light)",Cairo - Maadi
6138,Al Khalil Clinic,"Old eyes, children's eyes, lasak, vision and white water, eyes, Cairo, Mrs. Zainab",Mrs. Zainab: Castle (Muhammad Ali),Cairo - Mrs. Zainab
6139,Elite Dentet Clinic Clinic,"Adult teeth, children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, dental orthodontics, dental installations, elderly teeth, dental implant, teeth, Giza, engineers",Mohandessin: Yemen Street,Giza - Engineers
6140,Elite Decal Care Clinic,"Adulty teeth, children's teeth, dental orthodontics, radical and nerve filling and treatment, dental cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, teeth, Cairo, Maadi","Maadi: 28, Street 233, Apartment No. 43, Fourth Role, Djelh Maadi.",Cairo - Maadi
6141,Aya Salah Al -Aksher Clinic,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, dental rays, dental implant, adult teeth, elderly teeth, teeth, Giza, Faisal","Faisal: 104 King Faisal Street, the highest pharmacists of Rushdie, with the roll of Mariotia",Giza - Faisal
