,Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address,hospital_info,locationAfterConvert
1197,Maadi Palace Hospital,https://healtheg.com/ar/Item/794/مستشفى-قصر-المعادى-وحدة-الرعاية-المركزة,"Street 7 - Maadi - Aqar No. 60 - Next to Maadi Metro Station - Maadi Department, Cairo",Cairo-Maadi,N/a,,https://healtheg.com//content/images/healtheg_300.png,0122 043 9042,,"Street 7 - Maadi - Aqar No. 60 - Next to Maadi Metro Station - Maadi Department, Cairo","عن المؤسسةمستشفى قصر المعادى وحدة العناية المركزة تقدم أقصى أنواع الرعاية الصحية الممكنة "" حالات حرجة – كلى – عزل كوفيد "" ويتميز بنسبة الممرضيين إلى المرضى تساوي 1:1 (أي ممرض لكل مريض) وتوافر كادر طبي متخصص من الأساتذة والاستشاريين في كافة التخصصات وأجهزة تنفس صناعي وأجهزة غسيل كلوى وأجهزة المراقبة المستمرة للعلامات الحيوية للمريض مثل ضغط الدم ومستوى الأكسجين و ضربات القلب و غيرها من الأنشطة الحيوية للجسم لتوفير الرعاية الطبية المناسبةوحدة العناية المركزة بمستشفى قصر المعادي والفتح الاسلامى بحلوان تقدم جميع أنواع الرعاية الصحية الممكنة مع توفير ممرض لكل مريضتحت إشراف نخبة من الأساتذة والإستشاريين نستقبل حالات الرعاية المركزة على مدار الساعة :- حالات الرعاية المركزة العامة .- حالات الرعاية القلبية .- حالات رعاية المخ والاعصاب .- أمراض الباطنة والسكر .- أمراض الجهاز الهضمى .- أمراض الكلىكما توفر مستشفى قصر المعادى لعملائها استشارات منزلية لعدة تخصصات – تمريض منزلى – إسعاف – علاج طبيعىوخداماتها متاحة لعدة مناطق "" حلوان - المعادي - الصف - البدرشين - الحوامدية وضواحيها ""تهدف مستشفى قصر المعادى الي توفير خدمات طبية شاملة، وبإستخدام احدث الأجهزة والمعدات الطبية واخر ما توصل إليه من التقنيات العلمية الحديثة.تعمل المستشفي علي تقديم الرعاية الطبية علي مدار الساعة باسلوب احترافي، يضمن للمريض الحصول علي المساعدة الطبية المطلوبة بأكبر قدر من الإتقان وفي أسرع وقت.الكلمات الدلالية مستشفى قصر المعادىرقم هاتف مستشفى قصر المعادىعنوان مستشفى قصر المعادىمواعيد مستشفى قصر المعادىحجز موعد في مستشفى قصر المعادىرقم استقبال مستشفى قصر المعادىأطباء مستشفى قصر المعادىتخصصات مستشفى قصر المعادىأقسام مستشفى قصر المعادى",Location not found
1198,Palace Manial Specialist Hospital,https://healtheg.com/ar/Item/984/مستشفى-قصر-المنيل-التخصصى,"3 Sheikh Abdullah Al -Sharqawi St., Al Manial, Cairo",Cairo-Manial,N/a,,https://healtheg.com//content/images/healtheg_300.png,0223637377,,"3 Sheikh Abdullah Al -Sharqawi St., Al Manial, Cairo",,Location not found
1199,Central Hospital Central,https://healtheg.com/ar/Item/2725/مستشفى-قطور-المركزى,"Al -Jaish St. - Tanta Kafr El -Sheikh Road, formerly, Qutour, Gharbia",Western-cat,N/a,,https://healtheg.com//content/images/healtheg_300.png,0402760818 - 0402766689,,"Al -Jaish St. - Tanta Kafr El -Sheikh Road, formerly, Qutour, Gharbia",,Location not found
1200,Qattouf Al -Hamad Hospital,https://healtheg.com/ar/Item/825/مستشفى-قطوف-الحمد,"Amara Al -Hamad 2 - Ibrahim Al -Khalil St., Quba City, Cairo",Cairo-Quba city,N/a,,https://healtheg.com//content/images/healtheg_300.png,0226977757 - 0226977756,,"Amara Al -Hamad 2 - Ibrahim Al -Khalil St., Quba City, Cairo",,Location not found
1201,Qalin Central Hospital,https://healtheg.com/ar/Item/2767/مستشفى-قلين-المركزى,"Al -Gomhoria St., Qalin, Kafr El -Sheikh",Kafr El-Sheikh-Falin,N/a,,https://healtheg.com//content/images/healtheg_300.png,0473400488,,"Al -Gomhoria St., Qalin, Kafr El -Sheikh",,Location not found
1202,Kafr El -Zayat General Hospital,https://healtheg.com/ar/Item/2643/مستشفى-كفر-الزيات-العام,"Next to fire, Kafr El -Zayat, Western",Western-disbelief Al-Zayat,N/a,,https://healtheg.com//content/images/healtheg_300.png,0402542131 - 0402542924 - 0402545800,,"Next to fire, Kafr El -Zayat, Western",,Location not found
1203,Kafr El -Sheikh General Hospital,https://healtheg.com/ar/Item/2704/مستشفى-كفر-الشيخ-العام,"Al -Dustour St., in front of the endowment buildings, downtown, Kafr El -Sheikh",Kafr El-Sheikh-the center of the country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0473232407 - 0473224858,,"Al -Dustour St., in front of the endowment buildings, downtown, Kafr El -Sheikh",,Location not found
1204,Kafr Saqr Central Hospital,https://healtheg.com/ar/Item/2856/مستشفى-كفر-صقر-المركزى,"71 Al -Tahrir St., Kafr Saqr, Sharqia",Eastern-Kafr Saqr,N/a,,https://healtheg.com//content/images/healtheg_300.png,0553186088,,"71 Al -Tahrir St., Kafr Saqr, Sharqia",,"lat: 30.7942451, lng: 31.6268205"
1205,Faculty of Veterinary Medicine Hospital,https://healtheg.com/ar/Item/3030/مستشفى-كلية-الطب-البيطرى,"University St. - Nayla Khatoun, inside Assiut University, West District, Assiut",Assiut-West,N/a,,https://healtheg.com//content/images/healtheg_300.png,0882411513 - 0882334699 - 0882366503 - 0882411646,,"University St. - Nayla Khatoun, inside Assiut University, West District, Assiut",,Location not found
1206,Kalila Specialist Hospital,https://healtheg.com/ar/Item/746/مستشفى-كليلة-التخصصى,"99 Aviation Horoscope - Selim I St. - Floor 4, in front of Omar Effendi, Helmiya Al -Zaitoun, Cairo",Cairo-Dreamy olive,N/a,,https://healtheg.com//content/images/healtheg_300.png,0226362272,,"99 Aviation Horoscope - Selim I St. - Floor 4, in front of Omar Effendi, Helmiya Al -Zaitoun, Cairo",,Location not found
1207,Cleopatra Hospital,https://healtheg.com/ar/Item/926/مستشفى-كليوباترا,"39 Cleopatra St. Salah Al -Din Square, Heliopolis, Cairo",Cairo-Heliopolis,N/a,,https://healtheg.com//content/images/healtheg_300.png,0224143931,,"39 Cleopatra St. Salah Al -Din Square, Heliopolis, Cairo",عن المؤسسةمنذ أن تأسس مستشفى كليوباترا عام 2014 كانت لديه مجموعة أهداف لتحقيقها على المدى القريب والبعيد لتكون أكبر مجموعة مستشفيات في مصرزيادة السعة بهدف خدمة وتوفير رعاية عالية الجودة بأسعار معقولة لأكبر عدد ممكن من الناس وتقديم جودة موحدة من الرعاية في جميع مرافقها، لكي يثق مرضاها في أنهم سيحصلون على أفضل رعاية في أية منشأة من منشآتنا، وذلك من خلال توحيد جودة المعدات والخدمات وتدريب الموظفين في جميع المستشفيات، وجذب الأطباء الأكثر تأهيلاًتسعىمستشفى كليوباترا للحصول على الاعتماد الدولي وإنشاء مراكز التميز في مما ساعد في تحسين جودة الخدمات الطبية وتقديم نتائج متميزة للمرضىيحتويمستشفى كليوباتراعلى 12 عيادة خارجية: طب عام، النسائية والتوليد، الجراحة العامة والأطفال وحديثي الولادة، الباطنية والتنظير الداخلي، جراحة الفم والأسنان، جراحة الأنف والأذن والحنجرة، وجراحة المسالك البولية، الأمراض الجلدية والتناسلية، الجراحة التقويمية، القلب، العيون، جراحة العظام والمفاصل.الكلمات الدلاليةمستشفى كليوباترارقم هاتفمستشفى كليوباتراعنوانمستشفى كليوباتراحجز موعدمستشفى كليوباترارقم استقبالمستشفى كليوباترامواعيدمستشفى كليوباتراأطباءمستشفى كليوباتراتخصصاتمستشفى كليوباترا,Location not found
1208,Cleopatra Hospital - Luxor,https://healtheg.com/ar/Item/53505/مستشفى-كليوباترا---الاقصر,"Luxor, Luxor Center, Luxor",Luxor-Luxor city,N/a,,https://healtheg.com//content/images/healtheg_300.png,095/2256322 - 01210010278,,"Luxor, Luxor Center, Luxor",عن المؤسسةمستشفى كليوباترا بالأقصرمستشفىمتكاملة فى جميع التخصصات بها مركز حضانات و معمل و قسم الأشعة 3 غرف عمليات كبرى يوجد بها قسم للعناية المركزةتمتلك مستشفى كليوباترافريق متميز من الأطباء الاستشاريين والاخصائيين في الرعاية الصحية من ذوي الخبرات المتعددة والقادرين على علاج ومتابعة كافة الحالات المرضية والمشاكل الطبية حتى الأكثر تعقيدا منها.كما أنها تستخدم أحدث الاجهزة والمعدات الطبية ذات التقنيات العالمية في مجال الرعاية الصحية.كما أن خدمة الطوارئ بالمستشفى تعمل على 24 ساعة طوال ايام الاسبوع والصيدلية تعمل على مدار الساعة طوال ايام الاسبوع.الكلمات الدلاليةمستشفى كليوباترارقم هاتفمستشفى كليوباتراعنوانمستشفى كليوباتراحجز موعدمستشفى كليوباترارقم استقبالمستشفى كليوباترامواعيدمستشفى كليوباتراأطباءمستشفى كليوباتراتخصصاتمستشفى كليوباترا,Location not found
1209,Cleopatra Specialist Hospital,https://healtheg.com/ar/Item/53624/مستشفى-كليوباترا-التخصصي,3 Rukn Al -Safa Street - Kentucky Al -Arish - Al -Haram - Giza,Giza-the pyramid,N/a,,https://healtheg.com//content/images/healtheg_300.png,0128 171 7687,,3 Rukn Al -Safa Street - Kentucky Al -Arish - Al -Haram - Giza,عن المؤسسةتتميز مستشفى كليوباترا التخصصي بنخبة من الاستشاريين في كافة التخصصات، طوارئ ٢٤ ساعة، وحدة أمراض النساء والولادة، جراحة الرمد وامراض العين، معمل التحاليل الطبية كافة التحاليل فوريه، معمل أشعة على أعلى مستوى، حجرة العمليات لكافة التخصصات ومجهزه بأحدث طرق التعقيم وأحدث الأجهزة يوجد أيضا جراحه عامه ومناظير، وجراحة عظاممستشفى كليوباترا التخصصي تقدم خدمة طبية متكامله بها كافة التخصصات وإقامة فندقية على افضل مستوى تحت اشراف نخبة من افضل الاساتذة والاستشارين في كافة التخصصاتتعمل مستشفى كليوباترا التخصصي علي مدار ال 24 ساعه طوارئ نسا اخصائينصيدليه متكامله داخل المستشفي مع خدمه 24ساعهقسم للطوارئ 24 ساعه( جراحات باطنه أطفال نسا وولادة وجميع الحالات الحرجه )قسم للاشعة ( موجات صوتيه اشعه عاديه سونار علي القلب) + معمل تحاليل شامل ويوجد لديها قسم متكامل للرعايه المركزيةالكلمات الدلالية مستشفى كليوباترا التخصصيرقم هاتف مستشفى كليوباترا التخصصيعنوان مستشفى كليوباترا التخصصيمواعيد مستشفى كليوباترا التخصصيحجز موعد في مستشفى كليوباترا التخصصيرقم استقبال مستشفى كليوباترا التخصصيأطباء مستشفى كليوباترا التخصصيتخصصات مستشفى كليوباترا التخصصيأقسام مستشفى كليوباترا التخصصي,Location not found
1210,Kamal Shair Hospital - Fertility Center and Male Diseases,https://healtheg.com/ar/Item/3293/مستشفى-كمال-شعير---مركز-الخصوبة-وامراض-الذكورة,"21 Jaber Bin Hayyan St., close to Samir's libraries and Ali, Dokki, Giza",Giza-Al-Diqi,N/a,,https://healtheg.com//content/images/healtheg_300.png,0233374360 - 0233359047 - 0233354238,,"21 Jaber Bin Hayyan St., close to Samir's libraries and Ali, Dokki, Giza",,Location not found
1211,Laurent Hospital,https://healtheg.com/ar/Item/2491/مستشفى-لوران,"13 Al -Shaarawi St., in front of the National Real Estate Investment Company - San Stevano, Second Department of Raml, Alexandria, Laurent, Alexandria",Alexandria-Laran,N/a,,https://healtheg.com//content/images/healtheg_300.png,19152 - 0120 019 9440,,"13 Al -Shaarawi St., in front of the National Real Estate Investment Company - San Stevano, Second Department of Raml, Alexandria, Laurent, Alexandria",عن المؤسسةتقدم مستشفى لوران الرعاية الطبية لجميع العملاء من خلال مجموعة من الاساتذة والاستشاريين وتقديم أفضل الخدمات لرعاية المرضى في جميع التخصصات .تسعى مستشفى لوران إلى أن تكون الرائد دائماٌ والاعلى مستوى فى مجال الرعاية الطبية في مدينة الإسكندرية وتهدف إلى تقديم خدمة متميزة في مجالات :جودة الرعاية المرضى ومعايير السلامة على مستوى المستشفى وتحسين معايير التعليم الطبي في الإسكندرية.يعمل قسم الأشعة بمستشفى لوران طوال اليوم للحالات العادية والحرجة.تقدم معامل لوران أحدث الاجهزة الطبية لدقة النتائج.تحتوى وحدة العناية المركزة على أحدث أجهزة التنفس الصناعي.مركز متخصص في قسطرة القلب والمخ مجهز بأحدث الاجهزة والتقنيات.تتميز مستشفى لوران بوجود وحده طوارئ مجهزة بأحدث التجهيزات الطبية والمستلزمات.الكلمات الدلالية مستشفى لورانرقم هاتف مستشفى لورانعنوان مستشفى لورانحجز موعد في مستشفى لورانرقم استقبال مستشفى لورانتخصصات مستشفى لورانمختبر مستشفى لورانافضل دكتور في مستشفى لورانمواعيد عيادات مستشفى لورانرقم تليفون مستشفى لوران بالاسكندريهرقم مستشفى لوران العيادات الخارجيةمستشفى لوران yellow pagesدكتور مخ واعصاب مستشفى لورانمعمل مستشفى لورانرقم مستشفى لوران الارضىوظائف مستشفى لوران,Location not found
1212,Laila Arafat Hospital,https://healtheg.com/ar/Item/952/مستشفى-ليلى-عرفات,"10 Ubaidah bin Al -Jarrah St., Heliopolis, Cairo",Cairo-Heliopolis,N/a,,https://healtheg.com//content/images/healtheg_300.png,0226244393,,"10 Ubaidah bin Al -Jarrah St., Heliopolis, Cairo",,Location not found
1213,Materteh Specialist Hospital,https://healtheg.com/ar/Item/3074/مستشفى-ماترنتيه-التخصصى,"67 Mortada Pasha St., close to the pharmacy of Dr. Osama Al -Tayeb, Shams, Alexandria",Alexandria-Shams,N/a,,https://healtheg.com//content/images/healtheg_300.png,035745088,,"67 Mortada Pasha St., close to the pharmacy of Dr. Osama Al -Tayeb, Shams, Alexandria",,Location not found
1214,Materte Kindergarten Hospital,https://healtheg.com/ar/Item/2547/مستشفى-ماترنتيه-الروضة,"83 Sidi Jaber St., in front of Telecom Egypt - Central Sidi Jaber, Sidi Jaber Al -Sheikh, Alexandria",Alexandria-Sir Jaber,N/a,,https://healtheg.com//content/images/healtheg_300.png,035232185 - 035443018,,"83 Sidi Jaber St., in front of Telecom Egypt - Central Sidi Jaber, Sidi Jaber Al -Sheikh, Alexandria",,Location not found
1215,Al -Ajami Matritete Hospital,https://healtheg.com/ar/Item/43088/مستشفى-ماترنتيه-العجمي,Alexandria Matrouh Road -Al -Hanoville -Al -Draeda next,Alexandria-Al-Ajami,N/a,,https://healtheg.com//content/images/healtheg_300.png,01144148788  - 01090793233,,Alexandria Matrouh Road -Al -Hanoville -Al -Draeda next,عن المؤسسةمستشفى ماترنتيه العجمي هي واحدة من أكبر المستشفيات بالعجمي والتي تمتلك خبرة طويلة في مجال النساء والولادة والأطفال بالإضافة إلى وجود كادر طبي مؤهل على أعلى مستوى من الخبرة والجودة ويوجد بالمستشفى جميع التخصصات الطبية مثل الولادة والنساء والأطفال والجراحة العامة.ماترنتيه العجمي مجهزة باحدث الاجهزة الطبية مثل:أجهزة التنفس الصناعي والاكسجينعلاج حالات ارتفاع الصفراء بالدمكبسولة علاج حالات الصفراء المرتفعة في أسرع وقترعاية طبية وخدمة تمريضية متميزةتحتوي مستشفى ماترنتيه العجمي على نخبة ممتازة من الأطباء والإستشاريين والإخصائيين من مختلف التخصصات الطبية.الكلمات الدلالية مستشفى ماترنتيه العجميرقم هاتف مستشفى ماترنتيه العجميعنوان مستشفى ماترنتيه العجميحجز موعد في مستشفى ماترنتيه العجميرقم استقبال مستشفى ماترنتيه العجميمواعيد مستشفى ماترنتيه العجميأطباء مستشفى ماترنتيه العجميتخصصات مستشفى ماترنتيه العجمي,Location not found
1216,Mar Gerges Hospital,https://healtheg.com/ar/Item/735/مستشفى-مار-جرجس,20 Sheikh St.,Cairo-Shubra Egypt,N/a,,https://healtheg.com//content/images/healtheg_300.png,0222348201 - 0222348202 - 0222366714,,20 Sheikh St.,,"lat: 31.2044267, lng: 29.9076414"
1217,Mar Morcos Hospital,https://healtheg.com/ar/Item/908/مستشفى-مار-مرقص,"5 Mohamed El -Sheikh St., next to Al -Khalafawi Water Facility, Shubra, Cairo",Cairo-Shubra Egypt,N/a,,https://healtheg.com//content/images/healtheg_300.png,0222050091 - 0222050092 - 0224329968,,"5 Mohamed El -Sheikh St., next to Al -Khalafawi Water Facility, Shubra, Cairo",كلمات دلاليةمستشفى مارمرقس رقم الهاتفمستشفى مارمرقس تليفونمستشفى مارمرقس بشبرارقم مستشفى مارمرقسمستشفى مارمرقسمستشفى مارى مرقص رقم تليفونمستشفى مارمرقس مصر الجديدةمستشفى مارى مرقص تليفوناترقم مستشفى مارمرقس شبرامستشفى مارى مرقصمستشفى مارى مرقص شبرا مصررقم مستشفى مارى مرقص شبرارقم مستشفي مارمرقس القاهرةمستشفى مارى مرقص شبرارقم مستشفى مارى مرقص,Location not found
1218,St. Mark Hospital,https://healtheg.com/ar/Item/2496/مستشفى-مارمرقس,4 Al -Sayed Radwan St.,Alexandria-Plut,N/a,,https://healtheg.com//content/images/healtheg_300.png,035552741 - 035534647 - 035508394,,4 Al -Sayed Radwan St.,"عن المؤسسةتحتوي مستشفى مارمرقس على أغلب التخصصات الطبية وهي ""القلب - المخ والأعصاب - الجهاز الهضمي والمناظير - طب وجراحة الكلى - العظام - علاج المفاصل والغضاريف - عيادة الكسور - الباطنية - المسالك البولية - الجراحة العامة - علاج طبيعي للرجال والنساء - مكافحة التدخين - الروماتيزم""تمتلك مستشفى مارمرقس على فريق متميز من الأطباء الاستشاريين والاخصائيين في الرعاية الصحية من ذوي الخبرات المتعددة والقادرين على علاج ومتابعة كافة الحالات المرضية والمشاكل الطبية.جميع انظمة مستشفى مارمرقس تسعى إلى تقديم خدمة متكاملة من أجل المريض وعائلته ويسعى إلى توفير رعاية طبية متميزة ذات جودة عالية وأسعار معقولة لكافة أفراد المجتمع وتم بحمد الله توسعة العيادات الخارجية لتقديم خدمة أفضل للمرضى الكرام أما بالنسبة للخدمات الصيدلية يتوفر بها جميع الأدوية والأجهزة الحديثة.الكلمات الدلالية مستشفى مارمرقسرقم هاتف مستشفى مارمرقسعنوان مستشفى مارمرقسحجز موعد في مستشفى مارمرقسرقم استقبال مستشفى مارمرقستخصصات مستشفى مارمرقسمختبر مستشفى مارمرقسافضل دكتور في مستشفى مارمرقسسعر الكشف في مستشفى مارمرقسارقام مستشفى مارمرقس اسكندريةمواعيد دكاترة مستشفى مارمرقس بالاسكندريةتخصصات مستشفى مارمرقسمواعيد مستشفى مارمرقس بالاسكندريةرقم مارمرقس مياميدكتور مسالك بولية مستشفى مارمرقسأسعار الولادة في مستشفى مارمرقسرقم تليفون مستشفى مارمرقس ابو وافية","lat: 31.1051139, lng: 30.9361867"
1219,Marina Central Hospital,https://healtheg.com/ar/Item/2490/مستشفى-مارينا-المركزى,"Ninth Region - Marina 2, next to a supermarket in the name of Market, Marina, North Coast",North Coast-Marina,N/a,,https://healtheg.com//content/images/healtheg_300.png,0464060833,,"Ninth Region - Marina 2, next to a supermarket in the name of Market, Marina, North Coast",,Location not found
1220,New Hadra Hospital,https://healtheg.com/ar/Item/2671/مستشفى-مبرة-الحضرة-الجديدة,"Abdel -Alim Mosque, the highest mosque of Abdel -Alim, Al -Hadra Al -Jadida, Alexandria",Alexandria-New presence,N/a,,https://healtheg.com//content/images/healtheg_300.png,033827073,,"Abdel -Alim Mosque, the highest mosque of Abdel -Alim, Al -Hadra Al -Jadida, Alexandria",,Location not found
1221,Al -Iman Complex Hospital,https://healtheg.com/ar/Item/53803/مستشفي-مجمع-الايمان,Minister Saad Al -Sherbiny St. - Izbat Aqel - Mansoura - Dakahlia,Dakahlia-Mansoura,N/a,,https://healtheg.com//content/images/healtheg_300.png,050 2359245,,Minister Saad Al -Sherbiny St. - Izbat Aqel - Mansoura - Dakahlia,عن المؤسسةمستشفي مجمع الإيمان مستشفي خيري أقيم بالجهود الذاتية بمدينة المنصورة لخدمة أبناء المدينة والقري المجاورة من خلال تقديم خدمة طبية متميزة بأسعار رمزية أو مجانية لغير القادرين تحت إشراف كبار الأطباء بالجامعة ووزارة الصحة بصورة تطوعية أو بمقابل رمزيقسم الطوارئ في مستشفي مجمع الإيمان مسؤل 24ساعة عن استقبال الحالات الحرجهوذلك تحت تحت إشراف نخبه من أمهر الأطباء في جميع التخصصات وطاقم التمريض مدرب علي أعلي مستوي .بالإضافة وجود وحدة عناية متكاملة ومركزه علي أعلي مستوي ومجهزة بأحدث التقنياتتم افتتاح عيادة التغذية العلاجية بمستشفي مجمع الإيمان والخدمات التي تقدمها العيادة : سمنة ونحافة - تغذية علاجية - تغذية رياضيين - متابعة الأنظمة الغذائية لكل من : 1- مرضي السكر والضغط ومقاومة الأنسولين.2-بعد إجراء العمليات الجراحية.3- الحوامل والمرضعات ومرضي تكيسات المبيض.عياده جراحات الجهاز الهضمي والمناظير بمستشفي مجمع الإيمانخدمات العيادة: استئصال المرارة بالمنظار الجراحي.:استخراج حصوات القنوات المرارية بالمنظار الجراحي.:استئصال الزائدة الدودية بالمنظار الجراحي.:جراحات السمنة المفرطة (تكميم المعدة-تحويل المسار) .:جراحات أورام القولون والمستقيم.:جراحات أورام الكبد والبنكرياسيسر مستشفي مجمع الايمان ان يعلن عن افتتاح عيادة علاج الألمكما تعلن المستشفي عن توافر أحدث أجهزة التردد الحراري لعلاج الألم بالموجات الترددية النبضية التي تتميز بمعالجة آلام الأعصاب دون المساس بوظيفتها الحسية أو الحركية بمعاملات أمان عالية الدقة، ويستخدم هذا الجهاز تحت إشراف استشاري علاج الألم بالمستشفى في الحالات التالية:• آلام العصب الخامس و الأعصاب الطرفية الحسية.• آلام الانزلاق الغضروفي.• تيبس الكتف.• التهاب المفصل العجزي الحرقفي.• علاج آلام ما بعد استئصال الثدي.• علاج آلام الأورام ( الكبد والبنكرياس ).• عصب مؤخرة الرأس في بعض حالات الصداع المزمن.• كي العقدة السمبتاوية للعجان لعلاج آلام سرطان البروستاتا.يوجد نخبة من أمهر الأطباء وأساتذة الجامعة والإستشارين في عيادة المخ والأعصاب والعمود الفقريتقدم مستشفي مجمع الايمان خدمات طبية متميزة على مدار 24 ساعة تحت إشراف نخبة من أساتذة كلية الطب بالإضافة إلى إستشاريين فى مختلف التخصصات مع الإلتزام بتنفيذ معايير الجودة المصرية.عيادة الأطفال بمستشفى بمستشفي مجمع الايمان يوجد بها:- عيادة تغذية الأطفال- عيادة جراحة الأطفالتحت إشراف فريق كامل من اكفأ الأطباء والمتخصصينتتمتع مستشفي مجمع الايمان بخبرة في قطاع الرعاية الصحية كما أنها تشتهر بتقديم رعاية صحية عالية الجودة وخبرة قيمة لجميع المرضىيتم تقديم الرعاية الصحية في مستشفي مجمع الايمان من قبل فريق من المهنيين الطبيين و المتفانين الذين لديهم معرفة وخبرة في كافة التخصصات بالإضافة إلى تقديم خدمات الرعاية الطبية عالية الجودة لجميع المرضى.الكلمات الدلالية مستشفي مجمع الايمانرقم هاتف مستشفي مجمع الايمانعنوان مستشفي مجمع الايمانمواعيد مستشفي مجمع الايمانحجز موعد في مستشفي مجمع الايمانأطباء مستشفي مجمع الايمانتخصصات مستشفي مجمع الايمانأقسام مستشفي مجمع الايمان,Location not found
1222,Mahalla Marhoum Central Hospital,https://healtheg.com/ar/Item/2808/مستشفى-محلة-مرحوم-المركزى,"Kafr Al -Arab Road - Mahala Marhoum, Tanta, Western",Western-Tanta,N/a,,https://healtheg.com//content/images/healtheg_300.png,0403609515,,"Kafr Al -Arab Road - Mahala Marhoum, Tanta, Western",,Location not found
1223,Mohammed bin Hamad II Hospital,https://healtheg.com/ar/Item/2978/مستشفى-محمد-بن-حمد-الثانى,"7 Al -Hamad St., Faisal, Giza",Giza-Faisal,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237803782,,"7 Al -Hamad St., Faisal, Giza",,Location not found
1224,Mahmoud Abdel -Zahir Hospital,https://healtheg.com/ar/Item/920/مستشفى-محمود-عبد-الظاهر,"11 Al -Rawda St., in front of the monotheism and light, Manial, Cairo",Cairo-Manial,N/a,,https://healtheg.com//content/images/healtheg_300.png,0223631017 - 0223638856,,"11 Al -Rawda St., in front of the monotheism and light, Manial, Cairo",,Location not found
1225,Al -Shifa City Hospital,https://healtheg.com/ar/Item/2996/مستشفى-مدينة-الشفاء,"Al -Houtouly Al -Houtali St., Al -Mahalla Al -Kubra, Western",Western-Greater Mahala,N/a,,https://healtheg.com//content/images/healtheg_300.png,0402230146 - 0402232625,,"Al -Houtouly Al -Houtali St., Al -Mahalla Al -Kubra, Western",,Location not found
1226,Nasr City Hospital,https://healtheg.com/ar/Item/1062/مستشفى-مدينة-نصر,33 Youssef Abbas St.,Cairo-Nasr Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0222611053 - 0223868256 - 0222611054 - 0222611402,,33 Youssef Abbas St.,,"lat: 30.0593819, lng: 31.324045"
1227,Nasr City Specialist Hospital,https://healtheg.com/ar/Item/53649/مستشفى-مدينة-نصر-التخصصي,1 Hisham Barakat Square (former Rabaa Al -Adawiya Square) - The intersection of Al -Nasr Road with Al -Taraaur Street - Nasr City - Cairo - Egypt,Cairo-Nasr Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0100 176 4501,,1 Hisham Barakat Square (former Rabaa Al -Adawiya Square) - The intersection of Al -Nasr Road with Al -Taraaur Street - Nasr City - Cairo - Egypt,عن المؤسسةتقدم مستشفى مدينة نصر التخصصي كافة الخدمات الطبية والتشخيصية والعلاجية الامنة عالية الجودة .مستشفى مدينة نصر التخصصي مستشفي تخصصي يحتوي على عدة تخصصات منها: نساء وتوليد - طب الاسنان - معمل تحاليل - مركز اشعة - صيدلية - عيادات الاطفال - باطني - عظام - جلدية - حضانات الاطفال و حديثي الولادة - جراحات عامة وخاصة - استقبال حالات طوارئ الباطنة - استقبال حالات طورئ الأطفال - وحدة عناية مركزة متميزة مجهزة بأحدث الأجهزة الطبيةحرصت مستشفى مدينة نصر التخصصي على توفير أفضل خدمة في أسرع وقت وبأفضل نتائج كما أنها تهدف الي تزويد المرضى بأفضل تجربة رعاية صحية بطريقة معقولة وبأسعار معقولة وبالتالي فإن الفريق الطبي المتكامل يضم مجموعة من الأساتذة والاستشاريين والمتخصصين ذوي السمعة الطيبة في جميع التخصصات الطبية المختلفةمستشفى مدينة نصر التخصصي يسعده تقديم خدماته التشخيصية والعلاجية لكافة التخصصات الطبية من خلال فريق طبي متكامل يضم باقة من أفضل الأطباء في مصر كما نتميز باختيار فريق التمريض على أعلى مستوى من التدريب والخبرة.الكلمات الدلالية مستشفى مدينة نصر التخصصيرقم هاتف مستشفى مدينة نصر التخصصيعنوان مستشفى مدينة نصر التخصصيمواعيد مستشفى مدينة نصر التخصصيحجز موعد في مستشفى مدينة نصر التخصصيرقم استقبال مستشفى مدينة نصر التخصصيأطباء مستشفى مدينة نصر التخصصيتخصصات مستشفى مدينة نصر التخصصيأقسام مستشفى مدينة نصر التخصصي,Location not found
1228,Arab Marsa Hospital for Humanitarian Care,https://healtheg.com/ar/Item/2505/مستشفى-مرسى-عرب-للرعاية-الانسانية,"Police Angel Union St., behind the May 14 Bridge, Smouha, Alexandria",Alexandria-Smouha,N/a,,https://healtheg.com//content/images/healtheg_300.png,01271272119 - 033833690 - 033833692 - 033833691,,"Police Angel Union St., behind the May 14 Bridge, Smouha, Alexandria",,Location not found
1229,Marsa Matrouh General Hospital,https://healtheg.com/ar/Item/3129/مستشفى-مرسى-مطروح-العام,"Alexandria St., Downtown, Marsa Matrouh",Matrouh-Central Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0464933355 - 0464939494,,"Alexandria St., Downtown, Marsa Matrouh",,Location not found
1230,Social Development Center Hospital,https://healtheg.com/ar/Item/2467/مستشفى-مركز-التنمية-الاجتماعية,"Al Mawla Al -Alawi St., behind the Samanoud Center, Samanoud, Western",Western-Samnoud,N/a,,https://healtheg.com//content/images/healtheg_300.png,0402970681 - 0402970682,,"Al Mawla Al -Alawi St., behind the Samanoud Center, Samanoud, Western",,Location not found
